"Date","sulfate","nitrate","ID"
"2018-01-01",NA,NA,"L2000932"
"2018-01-02",NA,NA,"L2000932"
"2018-01-03",NA,NA,"L2000932"
"2018-01-04",NA,NA,"L2000932"
"2018-01-05",NA,NA,"L2000932"
"2018-01-06",NA,NA,"L2000932"
"2018-01-07",NA,NA,"L2000932"
"2018-01-08",NA,NA,"L2000932"
"2018-01-09",NA,NA,"L2000932"
"2018-01-10",NA,NA,"L2000932"
"2018-01-11",NA,NA,"L2000932"
"2018-01-12",NA,NA,"L2000932"
"2018-01-13",NA,NA,"L2000932"
"2018-01-14",NA,NA,"L2000932"
"2018-01-15",NA,NA,"L2000932"
"2018-01-16",NA,NA,"L2000932"
"2018-01-17",NA,NA,"L2000932"
"2018-01-18",NA,NA,"L2000932"
"2018-01-19",NA,NA,"L2000932"
"2018-01-20",NA,NA,"L2000932"
"2018-01-21",NA,NA,"L2000932"
"2018-01-22",NA,NA,"L2000932"
"2018-01-23",NA,NA,"L2000932"
"2018-01-24",NA,NA,"L2000932"
"2018-01-25",NA,NA,"L2000932"
"2018-01-26",NA,NA,"L2000932"
"2018-01-27",NA,NA,"L2000932"
"2018-01-28",NA,NA,"L2000932"
"2018-01-29",NA,NA,"L2000932"
"2018-01-30",NA,NA,"L2000932"
"2018-01-31",NA,NA,"L2000932"
"2018-02-01",NA,NA,"L2000932"
"2018-02-02",NA,NA,"L2000932"
"2018-02-03",NA,NA,"L2000932"
"2018-02-04",NA,NA,"L2000932"
"2018-02-05",NA,NA,"L2000932"
"2018-02-06",NA,NA,"L2000932"
"2018-02-07",NA,NA,"L2000932"
"2018-02-08",NA,NA,"L2000932"
"2018-02-09",NA,NA,"L2000932"
"2018-02-10",NA,NA,"L2000932"
"2018-02-11",NA,NA,"L2000932"
"2018-02-12",NA,NA,"L2000932"
"2018-02-13",NA,NA,"L2000932"
"2018-02-14",NA,NA,"L2000932"
"2018-02-15",NA,NA,"L2000932"
"2018-02-16",NA,NA,"L2000932"
"2018-02-17",NA,NA,"L2000932"
"2018-02-18",NA,NA,"L2000932"
"2018-02-19",NA,NA,"L2000932"
