"Date","sulfate","nitrate","ID"
"2009-01-01",NA,NA,"L1000896"
"2009-01-02",NA,NA,"L1000896"
"2009-01-03",NA,NA,"L1000896"
"2009-01-04",NA,NA,"L1000896"
"2009-01-05",NA,NA,"L1000896"
"2009-01-06",NA,NA,"L1000896"
"2009-01-07",NA,NA,"L1000896"
"2009-01-08",NA,NA,"L1000896"
"2009-01-09",NA,NA,"L1000896"
"2009-01-10",NA,NA,"L1000896"
"2009-01-11",NA,NA,"L1000896"
"2009-01-12",NA,NA,"L1000896"
"2009-01-13",NA,NA,"L1000896"
"2009-01-14",NA,NA,"L1000896"
"2009-01-15",NA,NA,"L1000896"
"2009-01-16",NA,NA,"L1000896"
"2009-01-17",NA,NA,"L1000896"
"2009-01-18",NA,NA,"L1000896"
"2009-01-19",NA,NA,"L1000896"
"2009-01-20",NA,NA,"L1000896"
"2009-01-21",NA,NA,"L1000896"
"2009-01-22",NA,NA,"L1000896"
"2009-01-23",NA,NA,"L1000896"
"2009-01-24",NA,NA,"L1000896"
"2009-01-25",NA,NA,"L1000896"
"2009-01-26",NA,NA,"L1000896"
"2009-01-27",NA,NA,"L1000896"
"2009-01-28",NA,NA,"L1000896"
"2009-01-29",NA,NA,"L1000896"
"2009-01-30",NA,NA,"L1000896"
"2009-01-31",NA,NA,"L1000896"
"2009-02-01",NA,NA,"L1000896"
"2009-02-02",NA,NA,"L1000896"
"2009-02-03",NA,NA,"L1000896"
"2009-02-04",NA,NA,"L1000896"
"2009-02-05",NA,NA,"L1000896"
"2009-02-06",NA,NA,"L1000896"
"2009-02-07",NA,NA,"L1000896"
"2009-02-08",NA,NA,"L1000896"
"2009-02-09",NA,NA,"L1000896"
"2009-02-10",NA,NA,"L1000896"
"2009-02-11",NA,NA,"L1000896"
"2009-02-12",NA,NA,"L1000896"
"2009-02-13",NA,NA,"L1000896"
"2009-02-14",NA,NA,"L1000896"
"2009-02-15",NA,NA,"L1000896"
"2009-02-16",NA,NA,"L1000896"
"2009-02-17",NA,NA,"L1000896"
"2009-02-18",NA,NA,"L1000896"
"2009-02-19",NA,NA,"L1000896"
"2009-02-20",NA,NA,"L1000896"
"2009-02-21",NA,NA,"L1000896"
"2009-02-22",NA,NA,"L1000896"
"2009-02-23",NA,NA,"L1000896"
"2009-02-24",NA,NA,"L1000896"
"2009-02-25",NA,NA,"L1000896"
"2009-02-26",NA,NA,"L1000896"
"2009-02-27",0.939333333333333,1.45766666666667,"L1000896"
"2009-02-28",NA,NA,"L1000896"
"2009-02-29",NA,NA,"L1000896"
"2009-03-01",NA,NA,"L1000896"
"2009-03-02",NA,NA,"L1000896"
"2009-03-03",NA,NA,"L1000896"
"2009-03-04",0.901666666666667,0.975,"L1000896"
"2009-03-05",NA,NA,"L1000896"
"2009-03-06",NA,NA,"L1000896"
"2009-03-07",NA,NA,"L1000896"
"2009-03-08",NA,NA,"L1000896"
"2009-03-09",NA,NA,"L1000896"
"2009-03-10",NA,NA,"L1000896"
"2009-03-11",NA,NA,"L1000896"
"2009-03-12",NA,NA,"L1000896"
"2009-03-13",NA,NA,"L1000896"
"2009-03-14",NA,NA,"L1000896"
"2009-03-15",NA,NA,"L1000896"
"2009-03-16",NA,NA,"L1000896"
"2009-03-17",NA,NA,"L1000896"
"2009-03-18",NA,NA,"L1000896"
"2009-03-19",NA,NA,"L1000896"
"2009-03-20",NA,NA,"L1000896"
"2009-03-21",NA,NA,"L1000896"
"2009-03-22",NA,NA,"L1000896"
"2009-03-23",NA,NA,"L1000896"
"2009-03-24",NA,NA,"L1000896"
"2009-03-25",NA,NA,"L1000896"
"2009-03-26",NA,NA,"L1000896"
"2009-03-27",NA,NA,"L1000896"
"2009-03-28",1.03233333333333,1.61966666666667,"L1000896"
"2009-03-29",NA,NA,"L1000896"
"2009-03-30",NA,NA,"L1000896"
"2009-03-31",NA,NA,"L1000896"
"2009-04-01",NA,NA,"L1000896"
"2009-04-02",NA,NA,"L1000896"
"2009-04-03",1.26933333333333,0.822766666666667,"L1000896"
"2009-04-04",NA,NA,"L1000896"
"2009-04-05",NA,NA,"L1000896"
"2009-04-06",1.12366666666667,0.4208,"L1000896"
"2009-04-07",NA,NA,"L1000896"
"2009-04-08",NA,NA,"L1000896"
"2009-04-09",1.16566666666667,0.3948,"L1000896"
"2009-04-10",NA,NA,"L1000896"
"2009-04-11",NA,NA,"L1000896"
"2009-04-12",0.821866666666667,0.31342,"L1000896"
"2009-04-13",NA,NA,"L1000896"
"2009-04-14",NA,NA,"L1000896"
"2009-04-15",0.38649,0.522496666666667,"L1000896"
"2009-04-16",NA,NA,"L1000896"
"2009-04-17",NA,NA,"L1000896"
"2009-04-18",0.4726,0.205866666666667,"L1000896"
"2009-04-19",NA,NA,"L1000896"
"2009-04-20",NA,NA,"L1000896"
"2009-04-21",0.899066666666667,0.502033333333333,"L1000896"
"2009-04-22",NA,NA,"L1000896"
"2009-04-23",NA,NA,"L1000896"
"2009-04-24",1.242,0.520366666666667,"L1000896"
"2009-04-25",NA,NA,"L1000896"
"2009-04-26",NA,NA,"L1000896"
"2009-04-27",NA,NA,"L1000896"
"2009-04-28",NA,NA,"L1000896"
"2009-04-29",NA,NA,"L1000896"
"2009-04-30",NA,NA,"L1000896"
"2009-05-01",NA,NA,"L1000896"
"2009-05-02",NA,NA,"L1000896"
"2009-05-03",0.69376,0.249026666666667,"L1000896"
"2009-05-04",NA,NA,"L1000896"
"2009-05-05",NA,NA,"L1000896"
"2009-05-06",NA,NA,"L1000896"
"2009-05-07",NA,NA,"L1000896"
"2009-05-08",NA,NA,"L1000896"
"2009-05-09",0.562616666666667,0.374166666666667,"L1000896"
"2009-05-10",NA,NA,"L1000896"
"2009-05-11",NA,NA,"L1000896"
"2009-05-12",0.8771,0.339466666666667,"L1000896"
